PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
446,32.5950451,129.3001535,0.22,-294.151,39.853,1,4929,34,90
447,32.5953511,129.3001536,0.22,-199.895,39.858,1,4929,34,90
448,32.5953542,129.3001532,0.22,-198.922,39.777,1,4929,34,90
449,32.5953574,129.3001524,0.22,-197.949,39.552,1,4929,34,90
450,32.5953605,129.3001508,0.22,-196.976,39.155,1,4929,34,90
451,32.5953637,129.3001483,0.22,-196.003,38.486,1,4929,34,90
452,32.5953666,129.3001449,0.22,-195.102,37.616,1,4929,34,90
453,32.5953686,129.3001416,0.22,-194.488,36.746,1,4929,34,90
454,32.5953699,129.3001382,0.22,-194.089,35.876,1,4929,34,90
455,32.5953709,129.3001349,0.22,-193.79,35.006,1,4929,34,90
456,32.5953713,129.3001315,0.22,-193.677,34.136,1,4929,34,90
457,32.5953714,129.3001282,0.22,-193.636,33.266,1,4929,34,90
458,32.5953715,129.3001248,0.22,-193.595,32.396,1,4929,34,90
459,32.5953715,129.3001215,0.22,-193.611,31.526,1,4929,34,90
460,32.5953714,129.300017,0.22,-193.627,4.423,1,4929,34,90
461,32.5953712,129.3000139,0.22,-193.699,3.606,1,4929,34,90
462,32.5953704,129.3000107,0.22,-193.938,2.789,1,4929,34,90
463,32.5953694,129.3000076,0.22,-194.247,1.972,1,4929,34,90
464,32.5953676,129.3000045,0.22,-194.793,1.169,1,4929,34,90
465,32.5953659,129.3000017,0.22,-195.339,0.45,1,4929,34,90
466,32.5953641,129.2959999,0.22,-195.885,-0.018,1,4929,33,99
467,32.5953623,129.2959985,0.22,-196.431,-0.389,1,4929,33,99
468,32.5953605,129.295997,0.22,-196.977,-0.788,1,4929,33,99
469,32.5953588,129.2959959,0.22,-197.523,-1.062,1,4929,33,99
470,32.595357,129.2959953,0.22,-198.069,-1.211,1,4929,33,99
471,32.5953552,129.2959949,0.22,-198.615,-1.318,1,4929,33,99
472,32.5953535,129.2959947,0.22,-199.161,-1.383,1,4929,33,99
473,32.5953517,129.2959945,0.22,-199.707,-1.435,1,4929,33,99
474,32.5953499,129.2959944,0.22,-200.253,-1.448,1,4929,33,99
475,32.5953437,129.2959944,0.22,-202.15,-1.461,1,4929,33,99
476,32.5952896,129.2959943,0.22,-218.818,-1.474,1,4929,33,99
477,32.5952355,129.2959943,0.22,-235.486,-1.487,1,4929,33,99
478,32.5951814,129.2959942,0.22,-252.154,-1.5,1,4929,33,99
479,32.5951273,129.2959942,0.22,-268.822,-1.513,1,4929,33,99
480,32.5950732,129.2959941,0.22,-285.49,-1.526,1,4929,33,99
481,32.5950446,129.2959941,0.22,-294.294,-1.539,1,4929,33,99
482,32.5950416,129.2959945,0.22,-295.216,-1.423,1,4929,33,99
483,32.5950386,129.2959953,0.22,-296.138,-1.213,1,4929,33,99
484,32.5950356,129.2959966,0.22,-297.06,-0.886,1,4929,33,99
485,32.5950326,129.2959985,0.22,-297.982,-0.383,1,4929,33,99
486,32.5950296,129.3000018,0.22,-298.904,0.471,1,4929,34,90
487,32.5950272,129.3000051,0.22,-299.65,1.325,1,4929,34,90
488,32.5950259,129.3000084,0.22,-300.068,2.179,1,4929,34,90
489,32.5950247,129.3000117,0.22,-300.427,3.033,1,4929,34,90
490,32.595024,129.300015,0.22,-300.634,3.887,1,4929,34,90
491,32.5950239,129.3000198,0.22,-300.665,5.14,1,4929,34,90
493,32.594998,129.3000082,0.22,-308.641,2.129,1,4929,34,90
494,32.5949985,129.3000014,0.22,-308.503,0.359,1,4929,34,90
495,32.5950004,129.2959946,0.22,-307.912,-1.411,1,4929,33,99
496,32.5950031,129.2959877,0.22,-307.074,-3.181,1,4929,33,99
497,32.5950071,129.2959809,0.22,-305.838,-4.951,1,4929,33,99
498,32.5950112,129.2959758,0.22,-304.588,-6.282,1,4929,33,99
499,32.5950153,129.2959724,0.22,-303.338,-7.174,1,4929,33,99
500,32.5950193,129.2959692,0.22,-302.088,-7.984,1,4929,33,99
501,32.5950234,129.2959669,0.22,-300.838,-8.602,1,4929,33,99
502,32.5950274,129.2959655,0.22,-299.588,-8.959,1,4929,33,99
503,32.5950315,129.2959643,0.22,-298.338,-9.261,1,4929,33,99
504,32.5950355,129.2959637,0.22,-297.088,-9.428,1,4929,33,99
505,32.5950396,129.2959634,0.22,-295.838,-9.494,1,4929,33,99
506,32.5950437,129.2959635,0.22,-294.588,-9.48,1,4929,33,99
507,32.595067,129.2959635,0.22,-287.411,-9.466,1,4929,33,99
508,32.5950903,129.2959636,0.22,-280.234,-9.452,1,4929,33,99
509,32.5951136,129.2959636,0.22,-273.057,-9.438,1,4929,33,99
510,32.5951369,129.2959637,0.22,-265.88,-9.424,1,4929,33,99
511,32.5951602,129.2959637,0.22,-258.703,-9.41,1,4929,33,99
512,32.5951835,129.2959638,0.22,-251.526,-9.396,1,4929,33,99
513,32.5952068,129.2959639,0.22,-244.349,-9.382,1,4929,33,99
514,32.5952301,129.2959639,0.22,-237.172,-9.368,1,4929,33,99
515,32.5952534,129.295964,0.22,-229.995,-9.354,1,4929,33,99
516,32.5952767,129.295964,0.22,-222.818,-9.34,1,4929,33,99
517,32.5953,129.2959641,0.22,-215.641,-9.326,1,4929,33,99
518,32.5953233,129.2959641,0.22,-208.464,-9.312,1,4929,33,99
519,32.5953465,129.2959642,0.22,-201.287,-9.298,1,4929,33,99
520,32.5953698,129.2959639,0.22,-194.11,-9.359,1,4929,33,99
521,32.5953931,129.2959639,0.22,-186.933,-9.382,1,4929,33,99
522,32.5954164,129.2959641,0.22,-179.756,-9.308,1,4929,33,99
523,32.5954397,129.2959641,0.22,-172.579,-9.329,1,4929,33,99
524,32.595463,129.2959642,0.22,-165.402,-9.298,1,4929,33,99
525,32.5954863,129.2959643,0.22,-158.225,-9.265,1,4929,33,99
526,32.5955096,129.2959644,0.22,-151.048,-9.232,1,4929,33,99
527,32.5955329,129.2959646,0.22,-143.871,-9.199,1,4929,33,99
528,32.5955562,129.2959642,0.22,-136.694,-9.305,1,4929,33,99
529,32.5955795,129.295964,0.22,-129.517,-9.342,1,4929,33,99
530,32.5956028,129.2959639,0.22,-122.34,-9.379,1,4929,33,99
531,32.5956261,129.2959637,0.22,-115.163,-9.416,1,4929,33,99
532,32.5956294,129.2959636,0.22,-114.173,-9.453,1,4929,33,99
533,32.5956326,129.2959645,0.22,-113.183,-9.21,1,4929,33,99
534,32.5956358,129.2959656,0.22,-112.193,-8.938,1,4929,33,99
535,32.595639,129.2959673,0.22,-111.203,-8.489,1,4929,33,99
536,32.5956429,129.2959694,0.22,-109.992,-7.952,1,4929,33,99
537,32.595646,129.2959714,0.22,-109.046,-7.415,1,4929,33,99
538,32.5956483,129.2959735,0.22,-108.336,-6.878,1,4929,33,99
539,32.5956504,129.2959756,0.22,-107.7,-6.341,1,4929,33,99
540,32.5956524,129.2959776,0.22,-107.064,-5.804,1,4929,33,99
541,32.5956545,129.2959804,0.22,-106.428,-5.075,1,4929,33,99
542,32.5956566,129.2959835,0.22,-105.792,-4.287,1,4929,33,99
543,32.5956586,129.2959871,0.22,-105.156,-3.352,1,4929,33,99
544,32.5956607,129.2959919,0.22,-104.52,-2.093,1,4929,33,99
545,32.5956628,129.2959987,0.22,-103.884,-0.333,1,4929,33,99
546,32.5956638,129.3000055,0.22,-103.572,1.427,1,4929,34,90
547,32.595664,129.3000123,0.22,-103.496,3.187,1,4929,34,90
548,32.595664,129.3000191,0.22,-103.494,4.947,1,4929,34,90
549,32.595664,129.3000258,0.22,-103.492,6.707,1,4929,34,90
550,32.595664,129.3000768,0.22,-103.49,19.925,1,4929,34,90
551,32.5956641,129.3001277,0.22,-103.457,33.143,1,4929,34,90
552,32.5956641,129.3001786,0.22,-103.455,46.361,1,4929,34,90
553,32.5956642,129.3002295,0.22,-103.453,59.579,1,4929,34,90
554,32.5956642,129.3002805,0.22,-103.451,72.797,1,4929,34,90
555,32.5956642,129.3003314,0.22,-103.449,86.015,1,4929,34,90
556,32.5956642,129.3003823,0.22,-103.447,99.233,1,4929,34,90
557,32.5956642,129.3004332,0.22,-103.445,112.451,1,4929,34,90
558,32.5956642,129.3004841,0.22,-103.443,125.669,1,4929,34,90
559,32.5956642,129.3005351,0.22,-103.441,138.887,1,4929,34,90
560,32.5956642,129.300586,0.22,-103.439,152.105,1,4929,34,90
561,32.5956642,129.3006369,0.22,-103.437,165.323,1,4929,34,90
562,32.5956642,129.3006878,0.22,-103.435,178.541,1,4929,34,90
563,32.5956642,129.3007016,0.22,-103.433,182.116,1,4929,34,90
564,32.5956642,129.3007059,0.22,-103.431,183.238,1,4929,34,90
565,32.5956641,129.3007103,0.22,-103.476,184.36,1,4929,34,90
566,32.5956637,129.3007146,0.22,-103.583,185.482,1,4929,34,90
567,32.5956629,129.3007189,0.22,-103.83,186.604,1,4929,34,90
568,32.5956617,129.3007232,0.22,-104.209,187.726,1,4929,34,90
569,32.59566,129.3007275,0.22,-104.735,188.848,1,4929,34,90
570,32.5956577,129.3007319,0.22,-105.437,189.97,1,4929,34,90
571,32.5956552,129.3007362,0.22,-106.212,191.092,1,4929,34,90
572,32.5956521,129.3007405,0.22,-107.163,192.214,1,4929,34,90
573,32.5956478,129.3007448,0.22,-108.481,193.336,1,4929,34,90
574,32.5956422,129.3007492,0.22,-110.225,194.458,1,4929,34,90
575,32.5956385,129.3007512,0.22,-111.367,194.978,1,4929,34,90
576,32.5956347,129.3007524,0.22,-112.509,195.292,1,4929,34,90
577,32.595631,129.3007535,0.22,-113.651,195.577,1,4929,34,90
578,32.5956273,129.3007542,0.22,-114.793,195.774,1,4929,34,90
579,32.5956236,129.3007543,0.22,-115.935,195.781,1,4929,34,90
580,32.595607,129.3007543,0.22,-121.042,195.788,1,4929,34,90
581,32.5955905,129.3007543,0.22,-126.149,195.795,1,4929,34,90
582,32.5955526,129.3007543,0.22,-137.819,195.802,1,4929,34,90
583,32.5955147,129.3007544,0.22,-149.489,195.809,1,4929,34,90
584,32.5954768,129.3007544,0.22,-161.159,195.809,1,4929,34,90
585,32.5954389,129.3007544,0.22,-172.829,195.809,1,4929,34,90
586,32.595401,129.3007544,0.22,-184.499,195.809,1,4929,34,90
587,32.5953632,129.3007544,0.22,-196.169,195.809,1,4929,34,90
588,32.5953253,129.3007544,0.22,-207.839,195.809,1,4929,34,90
589,32.5952874,129.3007544,0.22,-219.509,195.809,1,4929,34,90
590,32.5952495,129.3007544,0.22,-231.179,195.809,1,4929,34,90
591,32.5952116,129.3007544,0.22,-242.849,195.809,1,4929,34,90
592,32.5951737,129.3007544,0.22,-254.519,195.809,1,4929,34,90
593,32.5951358,129.3007543,0.22,-266.189,195.809,1,4929,34,90
594,32.595098,129.3007543,0.22,-277.859,195.809,1,4929,34,90
595,32.5950601,129.3007543,0.22,-289.529,195.809,1,4929,34,90
596,32.5950405,129.3007543,0.22,-295.56,195.809,1,4929,34,90
597,32.5950369,129.3007543,0.22,-296.676,195.809,1,4929,34,90
598,32.5950333,129.3007538,0.22,-297.792,195.674,1,4929,34,90
599,32.5950296,129.300753,0.22,-298.908,195.45,1,4929,34,90
600,32.595026,129.3007518,0.22,-300.024,195.151,1,4929,34,90
601,32.5950224,129.3007504,0.22,-301.14,194.777,1,4929,34,90
602,32.5950188,129.3007482,0.22,-302.256,194.209,1,4929,34,90
603,32.5950151,129.3007454,0.22,-303.372,193.492,1,4929,34,90
604,32.5950115,129.3007421,0.22,-304.488,192.641,1,4929,34,90
605,32.5950079,129.3007383,0.22,-305.604,191.64,1,4929,34,90
606,32.5950043,129.3007321,0.22,-306.72,190.043,1,4929,34,90
607,32.5950015,129.300726,0.22,-307.583,188.446,1,4929,34,90
608,32.5949996,129.3007198,0.22,-308.163,186.849,1,4929,34,90
609,32.5949982,129.3007137,0.22,-308.595,185.252,1,4929,34,90
610,32.5949979,129.3007075,0.22,-308.669,183.655,1,4929,34,90
611,32.594998,129.3007031,0.22,-308.643,182.495,1,4929,34,90
612,32.5950239,129.3002071,0.323,-300.676,53.753,1,4929,34,90
613,32.5950239,129.3002633,0.323,-300.676,68.349,1,4929,34,90
614,32.5950239,129.3003195,0.323,-300.676,82.945,1,4929,34,90
615,32.5950239,129.3003758,0.323,-300.676,97.541,1,4929,34,90
616,32.5950239,129.300432,0.323,-300.676,112.137,1,4929,34,90
617,32.5950239,129.3004882,0.323,-300.676,126.733,1,4929,34,90
618,32.5950239,129.3005445,0.323,-300.676,141.329,1,4929,34,90
619,32.5950239,129.3006007,0.323,-300.676,155.925,1,4929,34,90
620,32.5950239,129.3006569,0.323,-300.676,170.521,1,4929,34,90
621,32.5950239,129.300695,0.323,-300.676,180.398,1,4929,34,90
622,32.5950244,129.3007027,0.323,-300.511,182.404,1,4929,34,90
623,32.595026,129.3007098,0.323,-300.016,184.245,1,4929,34,90
624,32.59503,129.3007164,0.323,-298.779,185.971,1,4929,34,90
625,32.5950357,129.3007211,0.323,-297.031,187.186,1,4929,34,90
626,32.5950409,129.3007226,0.323,-295.431,187.576,1,4929,34,90
627,32.5950474,129.300723,0.323,-293.435,187.671,1,4929,34,90
628,32.5950911,129.300723,0.323,-279.977,187.671,1,4929,34,90
629,32.5951348,129.300723,0.323,-266.519,187.671,1,4929,34,90
630,32.5951785,129.300723,0.323,-253.061,187.671,1,4929,34,90
631,32.5951857,129.300723,0.323,-250.831,187.671,1,4929,34,90
632,32.5951929,129.300723,0.323,-248.601,187.671,1,4929,34,90
633,32.595197,129.3007223,0.323,-247.359,187.478,1,4929,34,90
634,32.5952006,129.3007202,0.323,-246.246,186.942,1,4929,34,90
635,32.5952041,129.3007175,0.323,-245.154,186.234,1,4929,34,90
636,32.5952077,129.3007126,0.323,-244.062,184.968,1,4929,34,90
637,32.5952105,129.3007064,0.323,-243.184,183.358,1,4929,34,90
638,32.5952115,129.3006999,0.323,-242.886,181.662,1,4929,34,90
639,32.5952116,129.3006896,0.323,-242.846,179,1,4929,34,90
640,32.5952116,129.3006793,0.323,-242.846,176.338,1,4929,34,90
641,32.5952116,129.3006691,0.323,-242.846,173.676,1,4929,34,90
642,32.5952116,129.3006131,0.323,-242.846,159.142,1,4929,34,90
643,32.5952116,129.3005571,0.323,-242.846,144.608,1,4929,34,90
644,32.5952116,129.3005011,0.323,-242.846,130.074,1,4929,34,90
645,32.5952116,129.3004451,0.323,-242.846,115.54,1,4929,34,90
646,32.5952116,129.3003891,0.323,-242.846,101.006,1,4929,34,90
647,32.5952116,129.3003331,0.323,-242.846,86.472,1,4929,34,90
648,32.5952116,129.3002771,0.323,-242.846,71.938,1,4929,34,90
649,32.5952116,129.3002211,0.323,-242.846,57.404,1,4929,34,90
650,32.5952115,129.3002117,0.323,-242.889,54.957,1,4929,34,90
651,32.5952109,129.3002023,0.323,-243.082,52.51,1,4929,34,90
652,32.5952079,129.3001944,0.323,-243.983,50.471,1,4929,34,90
653,32.5952024,129.3001877,0.323,-245.7,48.733,1,4929,34,90
654,32.595198,129.3001856,0.323,-247.031,48.176,1,4929,34,90
655,32.5951932,129.3001844,0.323,-248.534,47.877,1,4929,34,90
656,32.5951834,129.3001839,0.323,-251.55,47.744,1,4929,34,90
657,32.595143,129.3001839,0.323,-263.999,47.744,1,4929,34,90
658,32.5951025,129.3001839,0.323,-276.448,47.744,1,4929,34,90
659,32.5950621,129.3001839,0.323,-288.897,47.744,1,4929,34,90
660,32.5950441,129.3001839,0.323,-294.442,47.744,1,4929,34,90
661,32.5950384,129.3001854,0.323,-296.193,48.138,1,4929,34,90
662,32.5950331,129.3001879,0.323,-297.84,48.781,1,4929,34,90
663,32.5950294,129.3001925,0.323,-298.969,49.963,1,4929,34,90
664,32.595026,129.3001986,0.323,-300.015,51.56,1,4929,34,90
665,32.5950239,129.3002071,0.323,-300.676,53.753,1,4929,34,90
666,32.595237,129.3006464,0.22,-235.034,167.793,1,4929,34,90
667,32.5952371,129.3006996,0.22,-234.988,181.602,1,4929,34,90
668,32.5952384,129.3007071,0.22,-234.6,183.535,1,4929,34,90
669,32.5952408,129.3007128,0.22,-233.87,185.035,1,4929,34,90
670,32.595246,129.3007195,0.22,-232.253,186.763,1,4929,34,90
671,32.5952516,129.3007227,0.22,-230.522,187.603,1,4929,34,90
672,32.5952581,129.3007236,0.22,-228.518,187.833,1,4929,34,90
673,32.5952646,129.3007233,0.22,-226.514,187.737,1,4929,34,90
674,32.5952935,129.3007233,0.22,-217.64,187.737,1,4929,34,90
675,32.5953223,129.3007233,0.22,-208.766,187.737,1,4929,34,90
676,32.5953511,129.3007233,0.22,-199.892,187.737,1,4929,34,90
677,32.5953571,129.3007222,0.22,-198.048,187.464,1,4929,34,90
678,32.595363,129.3007185,0.22,-196.204,186.509,1,4929,34,90
679,32.5953676,129.3007133,0.22,-194.792,185.145,1,4929,34,90
680,32.5953705,129.3007061,0.22,-193.903,183.281,1,4929,34,90
681,32.5953714,129.3006987,0.22,-193.628,181.372,1,4929,34,90
682,32.5953713,129.30068,0.22,-193.671,176.506,1,4929,34,90
683,32.5953713,129.3006388,0.22,-193.671,165.816,1,4929,34,90
684,32.5953713,129.3005976,0.22,-193.671,155.126,1,4929,34,90
685,32.5953713,129.3005564,0.22,-193.671,144.436,1,4929,34,90
686,32.5953702,129.3005474,0.22,-194.012,142.095,1,4929,34,90
687,32.5953665,129.3005401,0.22,-195.15,140.186,1,4929,34,90
688,32.5953613,129.3005358,0.22,-196.742,139.074,1,4929,34,90
689,32.5953558,129.300533,0.22,-198.426,138.349,1,4929,34,90
690,32.5953456,129.300532,0.22,-201.566,138.102,1,4929,34,90
691,32.5953354,129.300532,0.22,-204.706,138.102,1,4929,34,90
692,32.5952984,129.300532,0.22,-216.104,138.102,1,4929,34,90
693,32.5952614,129.300532,0.22,-227.502,138.102,1,4929,34,90
694,32.595254,129.3005333,0.22,-229.8,138.421,1,4929,34,90
695,32.5952463,129.3005362,0.22,-232.166,139.172,1,4929,34,90
696,32.5952418,129.3005413,0.22,-233.554,140.515,1,4929,34,90
697,32.5952386,129.3005476,0.22,-234.532,142.13,1,4929,34,90
698,32.5952372,129.3005552,0.22,-234.964,144.109,1,4929,34,90
699,32.595237,129.300571,0.22,-235.032,148.226,1,4929,34,90
700,32.595237,129.3006088,0.22,-235.032,158.031,1,4929,34,90
701,32.595237,129.3006466,0.22,-235.032,167.836,1,4929,34,90
703,32.5953973,129.3006441,0.22,-185.663,167.184,1,4929,34,90
704,32.5953972,129.3006962,0.22,-185.686,180.724,1,4929,34,90
705,32.5953978,129.300705,0.22,-185.495,183.004,1,4929,34,90
706,32.5954007,129.3007128,0.22,-184.617,185.023,1,4929,34,90
707,32.5954056,129.3007186,0.22,-183.099,186.52,1,4929,34,90
708,32.5954121,129.3007217,0.22,-181.083,187.329,1,4929,34,90
709,32.5954181,129.3007231,0.22,-179.233,187.688,1,4929,34,90
710,32.5954309,129.3007232,0.22,-175.297,187.715,1,4929,34,90
711,32.5954437,129.3007233,0.22,-171.361,187.742,1,4929,34,90
712,32.5954565,129.3007233,0.22,-167.425,187.742,1,4929,34,90
713,32.5954692,129.3007233,0.22,-163.489,187.742,1,4929,34,90
714,32.5955188,129.3007233,0.22,-148.214,187.742,1,4929,34,90
715,32.5955684,129.3007233,0.22,-132.939,187.742,1,4929,34,90
716,32.595618,129.3007233,0.22,-117.664,187.742,1,4929,34,90
717,32.5956251,129.3007216,0.22,-115.491,187.301,1,4929,34,90
718,32.5956308,129.3007184,0.22,-113.734,186.468,1,4929,34,90
719,32.5956349,129.3007124,0.22,-112.467,184.925,1,4929,34,90
720,32.5956371,129.3007061,0.22,-111.787,183.284,1,4929,34,90
721,32.595638,129.3006979,0.22,-111.5,181.152,1,4929,34,90
722,32.5956379,129.3006685,0.22,-111.525,173.534,1,4929,34,90
723,32.5956379,129.300572,0.22,-111.525,148.479,1,4929,34,90
724,32.5956379,129.3004755,0.22,-111.525,123.424,1,4929,34,90
725,32.5956379,129.300379,0.22,-111.525,98.369,1,4929,34,90
726,32.5956379,129.3002824,0.22,-111.525,73.314,1,4929,34,90
727,32.5956379,129.3001859,0.22,-111.525,48.259,1,4929,34,90
728,32.5956379,129.3000894,0.22,-111.525,23.204,1,4929,34,90
729,32.5956378,129.3000185,0.22,-111.574,4.81,1,4929,34,90
730,32.5956368,129.3000082,0.22,-111.892,2.139,1,4929,34,90
731,32.5956329,129.3000021,0.22,-113.092,0.546,1,4929,34,90
732,32.5956277,129.2959966,0.22,-114.683,-0.876,1,4929,33,99
733,32.5956213,129.2959944,0.22,-116.667,-1.441,1,4929,33,99
734,32.5956058,129.2959941,0.22,-121.443,-1.532,1,4929,33,99
735,32.5955445,129.2959938,0.22,-140.326,-1.62,1,4929,33,99
736,32.5954831,129.2959934,0.22,-159.209,-1.708,1,4929,33,99
737,32.595418,129.2959936,0.22,-179.292,-1.649,1,4929,33,99
738,32.595411,129.2959948,0.22,-181.424,-1.345,1,4929,33,99
739,32.5954045,129.2959999,0.22,-183.434,-0.037,1,4929,33,99
740,32.5953995,129.3000079,0.22,-184.979,2.055,1,4929,34,90
741,32.5953972,129.3000197,0.22,-185.691,5.102,1,4929,34,90
742,32.5953972,129.300064,0.22,-185.691,16.623,1,4929,34,90
743,32.5953972,129.3001084,0.22,-185.691,28.144,1,4929,34,90
744,32.5953972,129.3001528,0.22,-185.691,39.665,1,4929,34,90
745,32.5953972,129.3001972,0.22,-185.691,51.186,1,4929,34,90
746,32.5953972,129.3002416,0.22,-185.691,62.707,1,4929,34,90
747,32.5953972,129.300286,0.22,-185.691,74.228,1,4929,34,90
748,32.5953972,129.3003303,0.22,-185.691,85.749,1,4929,34,90
749,32.5953972,129.3003747,0.22,-185.691,97.27,1,4929,34,90
750,32.5953972,129.3004191,0.22,-185.691,108.791,1,4929,34,90
751,32.5953972,129.3004635,0.22,-185.691,120.312,1,4929,34,90
752,32.5953972,129.3005079,0.22,-185.691,131.833,1,4929,34,90
753,32.5953972,129.3005523,0.22,-185.691,143.354,1,4929,34,90
754,32.5953972,129.3005967,0.22,-185.691,154.875,1,4929,34,90
755,32.5953975,129.3006441,0.22,-185.593,167.184,1,4929,34,90
756,32.5953716,129.3004265,0.323,-193.579,110.713,1,4929,34,90
757,32.5953714,129.3004696,0.323,-193.621,121.888,1,4929,34,90
758,32.595371,129.3004809,0.323,-193.767,124.822,1,4929,34,90
759,32.5953685,129.3004908,0.323,-194.525,127.389,1,4929,34,90
760,32.5953622,129.3004983,0.323,-196.459,129.344,1,4929,34,90
761,32.5953538,129.3005016,0.323,-199.054,130.196,1,4929,34,90
762,32.5953379,129.3005019,0.323,-203.951,130.289,1,4929,34,90
763,32.5952993,129.3005019,0.323,-215.852,130.289,1,4929,34,90
764,32.5952606,129.3005019,0.323,-227.753,130.289,1,4929,34,90
765,32.5952515,129.3005011,0.323,-230.569,130.068,1,4929,34,90
766,32.5952446,129.300496,0.323,-232.675,128.744,1,4929,34,90
767,32.5952402,129.3004904,0.323,-234.046,127.298,1,4929,34,90
768,32.5952382,129.3004847,0.323,-234.658,125.827,1,4929,34,90
769,32.5952375,129.3004776,0.323,-234.878,123.964,1,4929,34,90
770,32.5952373,129.3004704,0.323,-234.951,122.101,1,4929,34,90
771,32.5952373,129.3004103,0.323,-234.951,106.499,1,4929,34,90
772,32.5952373,129.3003502,0.323,-234.951,90.897,1,4929,34,90
773,32.5952373,129.3002901,0.323,-234.951,75.295,1,4929,34,90
774,32.5952373,129.30023,0.323,-234.951,59.693,1,4929,34,90
775,32.5952375,129.3002091,0.323,-234.878,54.279,1,4929,34,90
776,32.5952384,129.3002004,0.323,-234.609,52.024,1,4929,34,90
777,32.5952416,129.3001942,0.323,-233.63,50.406,1,4929,34,90
778,32.595245,129.3001899,0.323,-232.578,49.302,1,4929,34,90
779,32.5952505,129.300186,0.323,-230.865,48.271,1,4929,34,90
780,32.5952555,129.300184,0.323,-229.323,47.754,1,4929,34,90
781,32.5952744,129.300184,0.323,-223.52,47.751,1,4929,34,90
782,32.5952967,129.300184,0.323,-216.639,47.751,1,4929,34,90
783,32.595319,129.300184,0.323,-209.758,47.751,1,4929,34,90
784,32.5953414,129.300184,0.323,-202.877,47.751,1,4929,34,90
785,32.5953533,129.3001846,0.323,-199.204,47.922,1,4929,34,90
786,32.5953581,129.3001862,0.323,-197.736,48.338,1,4929,34,90
787,32.5953632,129.3001892,0.323,-196.146,49.121,1,4929,34,90
788,32.5953683,129.3001952,0.323,-194.58,50.663,1,4929,34,90
789,32.5953712,129.3002035,0.323,-193.7,52.818,1,4929,34,90
790,32.5953716,129.3002125,0.323,-193.579,55.169,1,4929,34,90
791,32.5953716,129.3003195,0.323,-193.579,82.941,1,4929,34,90
792,32.5953716,129.3004265,0.323,-193.579,110.713,1,4929,34,90
793,32.5950504,129.3007387,0.218,-292.524,191.74,1,4929,34,90
794,32.5950834,129.3007387,0.218,-282.36,191.74,1,4929,34,90
795,32.5951163,129.3007387,0.218,-272.196,191.74,1,4929,34,90
796,32.5951493,129.3007387,0.218,-262.032,191.74,1,4929,34,90
797,32.5951823,129.3007387,0.218,-251.868,191.74,1,4929,34,90
798,32.5951924,129.3007387,0.218,-248.775,191.74,1,4929,34,90
800,32.595011,129.3006949,0.218,-304.659,180.369,1,4929,34,90
801,32.5950108,129.3006687,0.218,-304.696,173.581,1,4929,34,90
802,32.5950107,129.3002068,0.218,-304.733,53.682,1,4929,34,90
